Property_address,Listing_link,Rent_price,#bedrooms,#bathrooms,Square_footage,images
"2439 W Silverton Dr, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/2439-W-Silverton-Dr-Flagstaff-AZ-86001/81979909_zpid/,"$3,000/mo",3,4,1598,"['https://photos.zillowstatic.com/fp/db4f6e1acf97fe90e502ad8fdb13dba9-p_e.jpg','https://photos.zillowstatic.com/fp/098ba039fdc07c63d89193f708b726f2-p_e.jpg','https://photos.zillowstatic.com/fp/ed42b66470143cec5d1997a54e325608-p_e.jpg','https://photos.zillowstatic.com/fp/e91a8620dede001d26b132175d23e0fb-p_e.jpg','https://photos.zillowstatic.com/fp/68c64d52840a80c716461205e43d76ea-p_e.jpg','https://photos.zillowstatic.com/fp/fa5db4fef59c6fa01c3b39dcc3683d47-p_e.jpg','https://photos.zillowstatic.com/fp/d129a89cc9429a1f3adc450a2961ad0e-p_e.jpg','https://photos.zillowstatic.com/fp/b40cf5a283e5ffe8bc78f8a68fbfb0c9-p_e.jpg','https://photos.zillowstatic.com/fp/3fab2a62b142a97cbfd96987604d190c-p_e.jpg','https://photos.zillowstatic.com/fp/5b1fe4d9aa4644b9e3c90dc0c1ebd091-p_e.jpg','https://photos.zillowstatic.com/fp/663a52a53c48aad9781017090837adbd-p_e.jpg','https://photos.zillowstatic.com/fp/d261ad409748422ba6068e087af8297e-p_e.jpg','https://photos.zillowstatic.com/fp/a180992902b6a98531070ebe195b5f4e-p_e.jpg','https://photos.zillowstatic.com/fp/d8165540ccf5c6aed72e3cf38bac5b20-p_e.jpg']"
"1391 N Indian Valley Way, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/1391-N-Indian-Valley-Way-Flagstaff-AZ-86004/7366099_zpid/,"$2,900/mo",3,2,1500,"['https://photos.zillowstatic.com/fp/496f062f0197c0a3ac9d6b6eb4a4608e-p_e.jpg','https://photos.zillowstatic.com/fp/20c09bd366ec608508a010b733cf1902-p_e.jpg','https://photos.zillowstatic.com/fp/887f829e0bc7a369ba602c0a0b5cefd7-p_e.jpg','https://photos.zillowstatic.com/fp/124dbc0ce1811bc1a73a49ad4eb8495c-p_e.jpg','https://photos.zillowstatic.com/fp/710b9b6e7c776e37130cb2b660440036-p_e.jpg','https://photos.zillowstatic.com/fp/6d359285400994f808bd966c16b76be5-p_e.jpg','https://photos.zillowstatic.com/fp/50b1b7347cd2abf4c0fa8c8728750662-p_e.jpg','https://photos.zillowstatic.com/fp/efee0e80d6e94feb5934d8d952431a7e-p_e.jpg','https://photos.zillowstatic.com/fp/1577aaf130e8d49fb654d3e629005c62-p_e.jpg','https://photos.zillowstatic.com/fp/36664aee98164bd9955193df1241b40b-p_e.jpg','https://photos.zillowstatic.com/fp/6a0af94b62761aa77fddc2d43e521cf3-p_e.jpg','https://photos.zillowstatic.com/fp/46f28f4aae8949fd2e9df9c937210b5e-p_e.jpg','https://photos.zillowstatic.com/fp/fbaa5990667c4a26517e78ff40cbf106-p_e.jpg','https://photos.zillowstatic.com/fp/c7de481da6b09513f58909f99adcffc1-p_e.jpg']"
"1820 E 6th Ave APT 3, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/1820-E-6th-Ave-APT-3-Flagstaff-AZ-86004/418433587_zpid/,"$1,900/mo",2,1,900,['https://photos.zillowstatic.com/fp/f6ec397dc2c23c0976cdbc58c0ecb694-p_e.jpg']
"1820 E 6th Ave #5, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/1820-E-6th-Ave-5-Flagstaff-AZ-86004/418457780_zpid/,"$1,700/mo",2,1,700,['https://photos.zillowstatic.com/fp/f6ec397dc2c23c0976cdbc58c0ecb694-p_e.jpg']
"1000 N Beaver St APT 103, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/1000-N-Beaver-St-APT-103-Flagstaff-AZ-86001/7356579_zpid/,"$2,000/mo",2,1,788,"['https://photos.zillowstatic.com/fp/c3d40d330b99c18b9d781d10662a0524-p_e.jpg','https://photos.zillowstatic.com/fp/7b5b691ee0ccbb9d0469aac48d521c18-p_e.jpg','https://photos.zillowstatic.com/fp/cb437ffe07c8787e5c3e96bef17fcb6a-p_e.jpg','https://photos.zillowstatic.com/fp/dff73fd91ab93314f7e3a23f95ebb79e-p_e.jpg','https://photos.zillowstatic.com/fp/09ce1f854564b14f4cd411efaf3126c6-p_e.jpg','https://photos.zillowstatic.com/fp/a98d27e40766620f9b8d5fa319142f6a-p_e.jpg','https://photos.zillowstatic.com/fp/95f481119fae0a950fb1d24060884989-p_e.jpg','https://photos.zillowstatic.com/fp/a1a2ba0a7afb4cd35ff0ad7a40a33705-p_e.jpg','https://photos.zillowstatic.com/fp/94feab77855461f3869a8571839596fb-p_e.jpg','https://photos.zillowstatic.com/fp/2f40a232222980cda8a8aaa59c0ca920-p_e.jpg','https://photos.zillowstatic.com/fp/b7a5bd9aeedc6b1f450c9f088ad30a4e-p_e.jpg','https://photos.zillowstatic.com/fp/fa6688bbe71f8d7646455b1762071440-p_e.jpg','https://photos.zillowstatic.com/fp/65c549d9052dfc0b1780de7f7a9e8ba2-p_e.jpg','https://photos.zillowstatic.com/fp/131804f571535f347a288b0ccb84590e-p_e.jpg','https://photos.zillowstatic.com/fp/d87e41c2238f748f602cce084dc586de-p_e.jpg']"
"1385 W University Ave, Flagstaff, AZ",/b/1385-w-university-ave-flagstaff-az-5Xrjmh/,,,,,"['https://photos.zillowstatic.com/fp/70dffbc08e46ffc38579e02b0101491b-p_e.jpg','https://photos.zillowstatic.com/fp/e34fb95b062d704484c206eb56fe2450-p_e.jpg','https://photos.zillowstatic.com/fp/a2053fd1b77d30642b9dedbd23346d9b-p_e.jpg','https://photos.zillowstatic.com/fp/50518292e60dfc64d002d45514505eab-p_e.jpg','https://photos.zillowstatic.com/fp/867fc1814a2e6e7904f33581ac66bbae-p_e.jpg','https://photos.zillowstatic.com/fp/12d7c4c2f1fb5c2d2a4c8fe819afc34b-p_e.jpg','https://photos.zillowstatic.com/fp/047a0e5b581b7957c2008384e48397e0-p_e.jpg','https://photos.zillowstatic.com/fp/d92c46845501fc1a666133927f3801db-p_e.jpg','https://photos.zillowstatic.com/fp/30ab2d9abc782caff89553e2d3885e20-p_e.jpg','https://photos.zillowstatic.com/fp/75942431d12fcaad5bdbed788a2a322e-p_e.jpg','https://photos.zillowstatic.com/fp/1466bb8ebcd89dfc43e0f54ac8e36612-p_e.jpg','https://photos.zillowstatic.com/fp/27b42f3eaadf5a0bebbe8d9f95202ed5-p_e.jpg','https://photos.zillowstatic.com/fp/2e41598987c6e8533ffe140bd8ce1b01-p_e.jpg','https://photos.zillowstatic.com/fp/36e6d2add3c30b56d0d6170422713d85-p_e.jpg','https://photos.zillowstatic.com/fp/faa4607ee01f2f6ada4cafce923e5d2e-p_e.jpg','https://photos.zillowstatic.com/fp/d084894aa38ab4a4c91e7b6455e2a639-p_e.jpg','https://photos.zillowstatic.com/fp/7882648089bb02c2635eda5842d453f0-p_e.jpg','https://photos.zillowstatic.com/fp/f120a9b05c6a9cab0562bc76cf5e00df-p_e.jpg','https://photos.zillowstatic.com/fp/cf1f6d4cb5592d581833b2f14e392428-p_e.jpg','https://photos.zillowstatic.com/fp/23a0360ebf9d68ef5e7d7a359f80b8df-p_e.jpg','https://photos.zillowstatic.com/fp/7a026137e0b4a95654406a6c3451f50f-p_e.jpg','https://photos.zillowstatic.com/fp/433e26009d72de97eb878159581aae4a-p_e.jpg','https://photos.zillowstatic.com/fp/1e5a18c2bb7365e00246803fd6bf119f-p_e.jpg','https://photos.zillowstatic.com/fp/cda7c0064dbebe3f4ae93f9a93fa0644-p_e.jpg','https://photos.zillowstatic.com/fp/89bffde497286eb7db7a0d6eba2b0a8e-p_e.jpg','https://photos.zillowstatic.com/fp/1939ddca0753f796c350db446a177418-p_e.jpg','https://photos.zillowstatic.com/fp/c52f820caaf19a449672045ba6c5cdd9-p_e.jpg','https://photos.zillowstatic.com/fp/a24a7511ebe289f83944766e4bb8c31d-p_e.jpg','https://photos.zillowstatic.com/fp/ef261036ac06b69d9fce554f9e86854c-p_e.jpg','https://photos.zillowstatic.com/fp/5a94a9eaa97f18c584db6d4d1ed7996e-p_e.jpg','https://photos.zillowstatic.com/fp/7c1dae8d16ffc1ea27f9493e5f31888c-p_e.jpg','https://photos.zillowstatic.com/fp/f6eff3d7c2040dd987da19256ced27d8-p_e.jpg','https://photos.zillowstatic.com/fp/3dc9f07813ecb97e476cd31ff61e1ee5-p_e.jpg']"
"3106 E Manor Rd, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/3106-E-Manor-Rd-Flagstaff-AZ-86004/7360512_zpid/,"$3,100/mo",4,3,1835,"['https://photos.zillowstatic.com/fp/264e7f4b691be4bb5407214a08bc0c9a-p_e.jpg','https://photos.zillowstatic.com/fp/08a0da942199627c8f38974e35559450-p_e.jpg','https://photos.zillowstatic.com/fp/b5eadc12f4fef45f08c4b74efeec088d-p_e.jpg','https://photos.zillowstatic.com/fp/02430275c8e4ade2d18c45f60d8b888f-p_e.jpg','https://photos.zillowstatic.com/fp/56a071fb888c990b972fbfe5c7000f04-p_e.jpg','https://photos.zillowstatic.com/fp/3a7d06d94d13563f4083afff2d0a6b10-p_e.jpg','https://photos.zillowstatic.com/fp/9622088cc7d82f9009a42a1036611c13-p_e.jpg','https://photos.zillowstatic.com/fp/b31c303e0cff195af71d668aa3f5ca7e-p_e.jpg','https://photos.zillowstatic.com/fp/78da7bd6190a8075edce75c7c057339e-p_e.jpg','https://photos.zillowstatic.com/fp/6733cb0a4a18ad47c02bceb17365df68-p_e.jpg','https://photos.zillowstatic.com/fp/de38f16d701477699a28661f0104942a-p_e.jpg']"
"1275 W Palmer Ave, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/1275-W-Palmer-Ave-Flagstaff-AZ-86005/7363747_zpid/,"$3,000/mo",4,2,1800,"['https://photos.zillowstatic.com/fp/8f1c0dab45f9ded135f07f166353e90b-p_e.jpg','https://photos.zillowstatic.com/fp/a3b4bda41a0250d979d1eb8638b7ec77-p_e.jpg','https://photos.zillowstatic.com/fp/6b403fe1681ddb3d4bdfbb047f79c029-p_e.jpg','https://photos.zillowstatic.com/fp/b9daca6b51490f2d0b776d285816bea3-p_e.jpg','https://photos.zillowstatic.com/fp/37c6e33601a09c54b82d0005d7607dae-p_e.jpg','https://photos.zillowstatic.com/fp/d6a0ee9cd8527419c76bc2f07bc90205-p_e.jpg','https://photos.zillowstatic.com/fp/ee7fe93bd11af04746327566b7d6a261-p_e.jpg','https://photos.zillowstatic.com/fp/a2d937dab9186b2b8313cacc7052ddc6-p_e.jpg','https://photos.zillowstatic.com/fp/bc838ea61b0c8cb499df7393d72bb16c-p_e.jpg','https://photos.zillowstatic.com/fp/eacc8c43959600aa3554b420d1769046-p_e.jpg','https://photos.zillowstatic.com/fp/687b1c56b77c06516cebb5eb87fdafde-p_e.jpg','https://photos.zillowstatic.com/fp/2cb3bc9779e5773508b44c11d295eb7f-p_e.jpg']"
"705 W Tombstone Ave #2, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/705-W-Tombstone-Ave-2-Flagstaff-AZ-86001/2077549718_zpid/,"$1,950/mo",1,1,750,"['https://photos.zillowstatic.com/fp/b7206148a11048a9af630a13ff810fcc-p_e.jpg','https://photos.zillowstatic.com/fp/f396cbbf727938b7af6b92642db11666-p_e.jpg','https://photos.zillowstatic.com/fp/e6cc3a2e89b77af0ee8e2c255daf79c3-p_e.jpg','https://photos.zillowstatic.com/fp/86c0d5d0686cbc794c095807286bb969-p_e.jpg','https://photos.zillowstatic.com/fp/37f351daafcf933b774857f3e9cf42f7-p_e.jpg','https://photos.zillowstatic.com/fp/5a7f7d29844b0a529b3472206874097b-p_e.jpg','https://photos.zillowstatic.com/fp/c7d6f8aec8868da6287c04ae292948f2-p_e.jpg','https://photos.zillowstatic.com/fp/b790af5013297c1c2dba2a2fc548bd13-p_e.jpg']"
"3835 N Forest Brook St, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/3835-N-Forest-Brook-St-Flagstaff-AZ-86004/7361337_zpid/,"$3,200/mo",4,3,1951,"['https://photos.zillowstatic.com/fp/68597ec7fa531cfe2b7e924dcd193891-p_e.jpg','https://photos.zillowstatic.com/fp/791a486ff60f8dcc6473d6998af59959-p_e.jpg','https://photos.zillowstatic.com/fp/076a614ba006791e03fa0d344462d983-p_e.jpg','https://photos.zillowstatic.com/fp/0fb80d7a074c5f02c288692091b696f2-p_e.jpg','https://photos.zillowstatic.com/fp/f96687a6458bfb93c55dfb91fdf443e5-p_e.jpg','https://photos.zillowstatic.com/fp/16648a382d723e579851f0ab99ea6166-p_e.jpg','https://photos.zillowstatic.com/fp/ff5620f6ea54324813a8cf832aa535a4-p_e.jpg','https://photos.zillowstatic.com/fp/573be8f1c10cf036355f7f0befa6bfd2-p_e.jpg','https://photos.zillowstatic.com/fp/f9000a845b8ce851a15ada1e7a5392ff-p_e.jpg','https://photos.zillowstatic.com/fp/e95a615b428177603862cfd84c906ac0-p_e.jpg','https://photos.zillowstatic.com/fp/db080c18cf7cddfc436bcec947b9a1dd-p_e.jpg','https://photos.zillowstatic.com/fp/61b5c13d0c29e5a4ce855641377108c0-p_e.jpg','https://photos.zillowstatic.com/fp/5c3019e3b46b285eaf48fc819a51f923-p_e.jpg','https://photos.zillowstatic.com/fp/a7bbc5a400bed5a112279ce958a623f6-p_e.jpg','https://photos.zillowstatic.com/fp/652e48929cb672e8af0141f45bef1c35-p_e.jpg','https://photos.zillowstatic.com/fp/319b585a6ae6e397a3e809baa6d8753c-p_e.jpg','https://photos.zillowstatic.com/fp/3beff957a449bced22df8df76f8fd59b-p_e.jpg','https://photos.zillowstatic.com/fp/bb44e93d9631b47c37617a1fea070043-p_e.jpg','https://photos.zillowstatic.com/fp/4126ed6e0baa5f1772e33bbfaac2f249-p_e.jpg','https://photos.zillowstatic.com/fp/ee974acc6d583a03d0eab1a7c5fe2244-p_e.jpg','https://photos.zillowstatic.com/fp/c47c0de355c0ee7d8905ebcfc2d8ef6b-p_e.jpg','https://photos.zillowstatic.com/fp/5c8034d41b259e14350446a13c392ff2-p_e.jpg','https://photos.zillowstatic.com/fp/92f21f2854481e6193c40e72ece05342-p_e.jpg','https://photos.zillowstatic.com/fp/2d4b297990fb7139dd3d792fd48048f7-p_e.jpg','https://photos.zillowstatic.com/fp/2c6e602afd6349b0c098f44793a4a477-p_e.jpg','https://photos.zillowstatic.com/fp/12bb42fd22fc328bd13e2f96712bc502-p_e.jpg','https://photos.zillowstatic.com/fp/59d2e3e6d822dbb09cf164ed9699857a-p_e.jpg']"
"912 W Elizabeth Rd, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/912-W-Elizabeth-Rd-Flagstaff-AZ-86001/7356749_zpid/,"$3,600/mo",4,2,1367,"['https://photos.zillowstatic.com/fp/024302a3ad6c6273341fcc2c18adb648-p_e.jpg','https://photos.zillowstatic.com/fp/cbb47d58ab35c39d94702a78f2dc2248-p_e.jpg','https://photos.zillowstatic.com/fp/1ea07cd00753bc834a796e05514fe017-p_e.jpg','https://photos.zillowstatic.com/fp/4663007d0098a411c2218b3edb4527f4-p_e.jpg','https://photos.zillowstatic.com/fp/005a6be5b2acf6d25b2955b41fe9e0c2-p_e.jpg','https://photos.zillowstatic.com/fp/a1233c59c86da6dceacb0a18e64be82c-p_e.jpg','https://photos.zillowstatic.com/fp/0e8de8e028872a2088f32c66e9db7b98-p_e.jpg','https://photos.zillowstatic.com/fp/fc7046dcb39a14964954cabd3f83fc0c-p_e.jpg','https://photos.zillowstatic.com/fp/1474751fba40a8d1b630a6f3662e3f9a-p_e.jpg','https://photos.zillowstatic.com/fp/bf788bf7321a931a379fee08d4db71b2-p_e.jpg','https://photos.zillowstatic.com/fp/806b5b9235710e95eb8910cdd47301d0-p_e.jpg','https://photos.zillowstatic.com/fp/08e05e591358ca50a99e8fecaf483cd6-p_e.jpg','https://photos.zillowstatic.com/fp/69a4ef8eef6979830f3ecd86aaa27f47-p_e.jpg','https://photos.zillowstatic.com/fp/5b4de439fc0e53b90ba9e4431612b0c9-p_e.jpg']"
"4240 E Spring Meadows Cir, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/4240-E-Spring-Meadows-Cir-Flagstaff-AZ-86004/7359489_zpid/,"$2,200/mo",2,3,1289,"['https://photos.zillowstatic.com/fp/3bbe3178b59b567846c3d8df90fad55f-p_e.jpg','https://photos.zillowstatic.com/fp/69a84a21b2a5f645873da5bfe43e8a89-p_e.jpg','https://photos.zillowstatic.com/fp/b71fc044fae542f4372a7673f7be1cd1-p_e.jpg','https://photos.zillowstatic.com/fp/d290278343806c0be2abff40c197f6c7-p_e.jpg','https://photos.zillowstatic.com/fp/ddaa4b00b3d04c824aac9ec4fff61b84-p_e.jpg','https://photos.zillowstatic.com/fp/2abc7f42139be349590e3a53ccbed625-p_e.jpg','https://photos.zillowstatic.com/fp/d1b2f3eb93bd3a2d8d2611d9683ad45c-p_e.jpg','https://photos.zillowstatic.com/fp/d5ca698eb113e438b13e3807fcb08ba1-p_e.jpg','https://photos.zillowstatic.com/fp/9f1ba9c256835bb0cb6d566949458e26-p_e.jpg','https://photos.zillowstatic.com/fp/77d4406de766a11fe7b13872022db2ee-p_e.jpg','https://photos.zillowstatic.com/fp/1b49466f1ef7c824bf3b39022645371e-p_e.jpg','https://photos.zillowstatic.com/fp/b4357748bcc36dde9da2582430e71d99-p_e.jpg','https://photos.zillowstatic.com/fp/9cf32ae7a923929fc32e4852ec1ad02b-p_e.jpg','https://photos.zillowstatic.com/fp/d09ea1def3962bf42cd78ed33cfea6ba-p_e.jpg','https://photos.zillowstatic.com/fp/e1c5b8d958d52f579e4eda1d0b88451d-p_e.jpg','https://photos.zillowstatic.com/fp/aef69151db7204bb6cf81d4bdf8c255e-p_e.jpg','https://photos.zillowstatic.com/fp/69d221fe1c75e0883b7228602d0c458d-p_e.jpg','https://photos.zillowstatic.com/fp/da386a8431a9b5a61a1b77d908d17e82-p_e.jpg']"
"2605 N Pinon Rdg UNIT 573, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/2605-N-Pinon-Rdg-UNIT-573-Flagstaff-AZ-86004/7370949_zpid/,"$1,995/mo",1,1,622,"['https://photos.zillowstatic.com/fp/2ff485663fb3f0d5b8aee203854b3d67-p_e.jpg','https://photos.zillowstatic.com/fp/dbc075b2fdd3c0468a9e4e1ba334d7e0-p_e.jpg','https://photos.zillowstatic.com/fp/58bedf6c0c130fa2e8aefef662990b85-p_e.jpg','https://photos.zillowstatic.com/fp/ce5dd305f036d140ff709cb87fe2662c-p_e.jpg','https://photos.zillowstatic.com/fp/8e30a51eff28c873aa679144c0c10478-p_e.jpg','https://photos.zillowstatic.com/fp/eaadaed48269ff58a6d22dc452707d68-p_e.jpg','https://photos.zillowstatic.com/fp/bda19423dbc43ce8a0e41310cb6ae8b8-p_e.jpg','https://photos.zillowstatic.com/fp/23f0ce2b6c4931482c065c5705a5af9a-p_e.jpg','https://photos.zillowstatic.com/fp/8cd34239bf20b1ebf5b220d4621e2e49-p_e.jpg','https://photos.zillowstatic.com/fp/c69fc8b53cb057bc645878a881e13077-p_e.jpg','https://photos.zillowstatic.com/fp/eec0ae1d14642007f7ff8c1cdff1433d-p_e.jpg','https://photos.zillowstatic.com/fp/5fa8820e98855d047c4fe51048f0e070-p_e.jpg','https://photos.zillowstatic.com/fp/85737a50b1fcc671ba7862e0dc53eb56-p_e.jpg','https://photos.zillowstatic.com/fp/58728b8d2c9853d4863006d6383bf591-p_e.jpg','https://photos.zillowstatic.com/fp/00414e35ffd87523d45e86a2e628ac1e-p_e.jpg','https://photos.zillowstatic.com/fp/7e8ab168f6f647716ec8e2fd7d090322-p_e.jpg','https://photos.zillowstatic.com/fp/94588a8a1efefb4b6a929ac7a3993c61-p_e.jpg','https://photos.zillowstatic.com/fp/bb73637256f1c610515353b869bbbe4c-p_e.jpg','https://photos.zillowstatic.com/fp/aad9eca8ed0ac13471339c52bc377627-p_e.jpg','https://photos.zillowstatic.com/fp/5f31a111cc2b21c380f238e1d2fe5a38-p_e.jpg','https://photos.zillowstatic.com/fp/9b7e7a03fb385e5f90dfed7e934a1180-p_e.jpg','https://photos.zillowstatic.com/fp/4c3f3b30849d42d58c85beb47fd682e1-p_e.jpg','https://photos.zillowstatic.com/fp/9075af4f011b80e6ecdcf31cb86d0af5-p_e.jpg','https://photos.zillowstatic.com/fp/1d9f035e4ee548a92bb57aec32e5abc3-p_e.jpg','https://photos.zillowstatic.com/fp/47683584b66992a7bf2f5ce84327a391-p_e.jpg','https://photos.zillowstatic.com/fp/917bacbacc74dcb3fb5cfd1962190547-p_e.jpg','https://photos.zillowstatic.com/fp/b1d859525fde89f7a454fd46d1e7dae1-p_e.jpg','https://photos.zillowstatic.com/fp/c669469f67996ee8916ae0290b3a3e32-p_e.jpg','https://photos.zillowstatic.com/fp/b286317021fe47acc9e0f8af3b4b2c8f-p_e.jpg','https://photos.zillowstatic.com/fp/b63f9f4a7175d0c58d00ed419f39b74e-p_e.jpg']"
"1400 W Cox Ave, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/1400-W-Cox-Ave-Flagstaff-AZ-86005/7363804_zpid/,"$1,950/mo",2,1,1100,"['https://photos.zillowstatic.com/fp/4fd3f74c31c9610abb615905cb06b073-p_e.jpg','https://photos.zillowstatic.com/fp/122b41bbcb7939dfa344f0e06f4ef4fc-p_e.jpg','https://photos.zillowstatic.com/fp/c347d7e9dccc797babb4d2c9850d4465-p_e.jpg','https://photos.zillowstatic.com/fp/8dd74e5721c486aac57ee1ec280e7f46-p_e.jpg','https://photos.zillowstatic.com/fp/ba6e8103a898cd3b94ae408d0893816e-p_e.jpg','https://photos.zillowstatic.com/fp/243ae9607330c60b6cd29bae06048b35-p_e.jpg','https://photos.zillowstatic.com/fp/2cb8a563faa42c3c0ec80aac92f3e480-p_e.jpg']"
"8015 W Wing Mountain Dr, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/8015-W-Wing-Mountain-Dr-Flagstaff-AZ-86001/251297991_zpid/,"$3,000/mo",3,2,1598,"['https://photos.zillowstatic.com/fp/f1fcaa1c5e6beffb8bb02a284a041dae-p_e.jpg','https://photos.zillowstatic.com/fp/40c7906f0513c23d21758199b9beb9d5-p_e.jpg','https://photos.zillowstatic.com/fp/ee1d734d2dbfff92e57de62d9cc35c2a-p_e.jpg','https://photos.zillowstatic.com/fp/d4e77d6efb406f516744e9b8ed32001e-p_e.jpg','https://photos.zillowstatic.com/fp/c5ae3b61513f8cf6bf94c718d316c06c-p_e.jpg','https://photos.zillowstatic.com/fp/418c650539b8c99af73c62e8819ae3d9-p_e.jpg','https://photos.zillowstatic.com/fp/4024a906ff080104514da4e68428faa9-p_e.jpg','https://photos.zillowstatic.com/fp/dc6a6fc11633d55e99f2bcdd2809b68c-p_e.jpg','https://photos.zillowstatic.com/fp/92ca3fb0462124224529cf67a6bd2382-p_e.jpg','https://photos.zillowstatic.com/fp/04e21ac7fdccfdd9b7df276c41b20158-p_e.jpg','https://photos.zillowstatic.com/fp/4bf08680174c7ef52a884be23dc5e11b-p_e.jpg','https://photos.zillowstatic.com/fp/f1b6ea347d79addfc5088f8d52eb44b9-p_e.jpg','https://photos.zillowstatic.com/fp/5677319e889230fccf8203f10ffe934d-p_e.jpg','https://photos.zillowstatic.com/fp/4b3333eeff7bf451cde9d6e28cd20bbf-p_e.jpg','https://photos.zillowstatic.com/fp/739edf796e390eeb0cc5f3750369a63b-p_e.jpg']"
"4100 E Village Cir, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/4100-E-Village-Cir-Flagstaff-AZ-86004/7359795_zpid/,"$2,400/mo",3,3,1475,"['https://photos.zillowstatic.com/fp/2faef5c38316a1f9723a28c050ed89fc-p_e.jpg','https://photos.zillowstatic.com/fp/aa9117ee85d3e0c28253d1cb83c9de4b-p_e.jpg','https://photos.zillowstatic.com/fp/3488f8d67cea81095dfd5956368456e9-p_e.jpg','https://photos.zillowstatic.com/fp/e8805fb99ac1c1cd0f557e7223fab31f-p_e.jpg','https://photos.zillowstatic.com/fp/2cf72e255246ec5cb5751837d3ebaef7-p_e.jpg','https://photos.zillowstatic.com/fp/b61b2f4dd233e74ba7be24f8b866ba37-p_e.jpg','https://photos.zillowstatic.com/fp/0a7897243c58b5560afabae3bdbbf30c-p_e.jpg','https://photos.zillowstatic.com/fp/bac026cbaff9034f974129e40444c592-p_e.jpg','https://photos.zillowstatic.com/fp/87ef69f87c5b508e6495a09839c2ecfd-p_e.jpg','https://photos.zillowstatic.com/fp/40013f8aaad49f44d41611b854db8724-p_e.jpg','https://photos.zillowstatic.com/fp/4755479386a6f1c847c46c7a869d3373-p_e.jpg','https://photos.zillowstatic.com/fp/9fedf7c7e62630cce0ff39382b3f1911-p_e.jpg','https://photos.zillowstatic.com/fp/d66345e3b1e15a488b2e64d22f2e19c6-p_e.jpg','https://photos.zillowstatic.com/fp/4fe4b16bf325a02119daee286aa15214-p_e.jpg','https://photos.zillowstatic.com/fp/1e45bd7590c3abf53791c85d41628e76-p_e.jpg','https://photos.zillowstatic.com/fp/9615a3f3104cb45c5ec39a9de62b1ff1-p_e.jpg','https://photos.zillowstatic.com/fp/bee177e63fd370f0496b00cb01b05961-p_e.jpg']"
"3271 S Burgess Ln #1, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/3271-S-Burgess-Ln-1-Flagstaff-AZ-86005/2060286621_zpid/,"$6,450/mo",4,4,2748,"['https://photos.zillowstatic.com/fp/b464ad31d9ddc5ef6eca792f8eae9e43-p_e.jpg','https://photos.zillowstatic.com/fp/d5bfb8b429e276c071f13393f63f0e81-p_e.jpg','https://photos.zillowstatic.com/fp/35b7ca29899602f1866d182c2d8953ef-p_e.jpg','https://photos.zillowstatic.com/fp/aabe032d91d2a0207fee7a0f02de2661-p_e.jpg','https://photos.zillowstatic.com/fp/997db8f9402ca1e76e9b5d8ecbb8e327-p_e.jpg','https://photos.zillowstatic.com/fp/9f59771ae117a179040763fedc19f205-p_e.jpg','https://photos.zillowstatic.com/fp/a36a5583e355d735e6cbeb699035f7da-p_e.jpg','https://photos.zillowstatic.com/fp/e392573aae97790b0d0b4a125c39da0b-p_e.jpg','https://photos.zillowstatic.com/fp/f7ec841f9e2615a26f3f4a1b59e95213-p_e.jpg','https://photos.zillowstatic.com/fp/8be2606812459c00b9d436601aa4e255-p_e.jpg','https://photos.zillowstatic.com/fp/aa665a24f01568148e2a4d270a0f66e2-p_e.jpg','https://photos.zillowstatic.com/fp/84434309770be4722b81f1364f95de87-p_e.jpg','https://photos.zillowstatic.com/fp/2fa95fa5ff8c77c29422fded6baf2717-p_e.jpg','https://photos.zillowstatic.com/fp/5d64ee40cc689fcf6520c25de47a0243-p_e.jpg','https://photos.zillowstatic.com/fp/eb514c5cf308933c2b5fab286e200c0c-p_e.jpg','https://photos.zillowstatic.com/fp/edd58d49a1f89308547d0bc2147ff332-p_e.jpg','https://photos.zillowstatic.com/fp/61b7bb9a6d6af201f995ece69ff8b388-p_e.jpg','https://photos.zillowstatic.com/fp/8d1b722cd4ba6c5864c3d6063ce7d8fb-p_e.jpg','https://photos.zillowstatic.com/fp/00654742d1adec72d93882ccb7297470-p_e.jpg','https://photos.zillowstatic.com/fp/506092494b18b53d8393b273dd543594-p_e.jpg','https://photos.zillowstatic.com/fp/d88fefdbaed582338d435eb57b770e64-p_e.jpg']"
