Property_address,Listing_link,Rent_price,#bedrooms,#bathrooms,Square_footage,images
"1220 W Lil Ben Trl, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/1220-W-Lil-Ben-Trl-Flagstaff-AZ-86005/109542853_zpid/,"$4,500/mo",5,4,3347,"['https://photos.zillowstatic.com/fp/e16d38287335836948af3afc4da84a1a-p_e.jpg','https://photos.zillowstatic.com/fp/2a7b0b030e90d31218f2d453cbee4147-p_e.jpg','https://photos.zillowstatic.com/fp/c8a35d3d207131795bf3bba34befd7fb-p_e.jpg','https://photos.zillowstatic.com/fp/3c04272db5c350bcd530230499027491-p_e.jpg','https://photos.zillowstatic.com/fp/e4c4483d7dae09b3f1ee61f65b9bb2f9-p_e.jpg','https://photos.zillowstatic.com/fp/8c93be4390dbf096c5fec42e345b7e0d-p_e.jpg','https://photos.zillowstatic.com/fp/99886020b402a8d03af0ddb45f9a3886-p_e.jpg','https://photos.zillowstatic.com/fp/62a3f16687cd74ac4ce9fc5ec7946726-p_e.jpg','https://photos.zillowstatic.com/fp/803dd618820d9b2e920a9770246bddce-p_e.jpg','https://photos.zillowstatic.com/fp/ad7d2c919565782a9b783908fd94ff60-p_e.jpg','https://photos.zillowstatic.com/fp/e51e43953409814c916b55b1ef94afcd-p_e.jpg','https://photos.zillowstatic.com/fp/fc1b36ca9888c4bc1df70fb809757c4a-p_e.jpg','https://photos.zillowstatic.com/fp/a863a76e62599635f89d14cf30e587aa-p_e.jpg','https://photos.zillowstatic.com/fp/7ae054afb37ce07c802bb62209ca5415-p_e.jpg','https://photos.zillowstatic.com/fp/d72f7a32b313231b53b76c37c9ed00ce-p_e.jpg','https://photos.zillowstatic.com/fp/7ae81be870ce745c3ba44bf7c92d0456-p_e.jpg','https://photos.zillowstatic.com/fp/38ebdf39fd6249b287854a880278b501-p_e.jpg','https://photos.zillowstatic.com/fp/640fa7911bae48e7d18df775ee7df8ef-p_e.jpg','https://photos.zillowstatic.com/fp/aa2211b0ad7740454fb2c743ca99e0cf-p_e.jpg','https://photos.zillowstatic.com/fp/2eb36574f5c398260131be9bdb695b90-p_e.jpg','https://photos.zillowstatic.com/fp/f44c4e03853c7793010e4cb1e87d9aa0-p_e.jpg','https://photos.zillowstatic.com/fp/7ac487c2615666fe8c5f927aba3599e3-p_e.jpg','https://photos.zillowstatic.com/fp/6049ccac66ed5ca7c5315ce4cfbcd8a7-p_e.jpg','https://photos.zillowstatic.com/fp/23c2207ee148458af0f86ec83cce1280-p_e.jpg','https://photos.zillowstatic.com/fp/fe3dd4aba490614b9eeb996668d5ea41-p_e.jpg','https://photos.zillowstatic.com/fp/97e7458e2a0fcf328b14bef161f0e802-p_e.jpg','https://photos.zillowstatic.com/fp/ad12d775fd2c9b5ac13919f78328d278-p_e.jpg','https://photos.zillowstatic.com/fp/fb0a2887569374542660964eadc5ce0f-p_e.jpg','https://photos.zillowstatic.com/fp/56fd42739d68a39d982778dd8c25ed74-p_e.jpg','https://photos.zillowstatic.com/fp/908fcb8fc1903e5c55a15e3eb5f6360b-p_e.jpg','https://photos.zillowstatic.com/fp/626f1f81dd186d41963a1ddf3d6e7055-p_e.jpg','https://photos.zillowstatic.com/fp/9eb22ccf925399da1efd1b1618d58ae5-p_e.jpg','https://photos.zillowstatic.com/fp/8f9313e39d5323b61f6758efeda84fff-p_e.jpg','https://photos.zillowstatic.com/fp/c509e873d5de34ca9fb97ea6ba18c91a-p_e.jpg','https://photos.zillowstatic.com/fp/050d19be39db4211f617a95421779bea-p_e.jpg','https://photos.zillowstatic.com/fp/da565d92816e7f57ca52fc43720ba979-p_e.jpg','https://photos.zillowstatic.com/fp/fd7e915bea6d2d901912a810e5d19a2a-p_e.jpg','https://photos.zillowstatic.com/fp/bf9c4e673e900ae1444e31918c678b02-p_e.jpg','https://photos.zillowstatic.com/fp/37525a8d5cbcab45de625eb07f9ebe8f-p_e.jpg']"
"3511 W Kiltie Loop, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/3511-W-Kiltie-Loop-Flagstaff-AZ-86005/7369058_zpid/,"$4,000/mo",4,3,2880,"['https://photos.zillowstatic.com/fp/0027dee50109667c3c0a10f31c1c1e6f-p_e.jpg','https://photos.zillowstatic.com/fp/3d332c50d7c162681a9cba04676aa498-p_e.jpg','https://photos.zillowstatic.com/fp/2715b3c705064abe4465d5a9b4d61a91-p_e.jpg','https://photos.zillowstatic.com/fp/1e413ca6bbc96fe60e821b535d60ec5e-p_e.jpg','https://photos.zillowstatic.com/fp/e9803004db6fabfeb33ff8dd83f8da99-p_e.jpg','https://photos.zillowstatic.com/fp/5cc603e88ff3cebafa5b800257b35c2d-p_e.jpg','https://photos.zillowstatic.com/fp/09616e51499b94a5a9cda12a7d4696df-p_e.jpg','https://photos.zillowstatic.com/fp/478eded9a7afee091497255e0ec20861-p_e.jpg','https://photos.zillowstatic.com/fp/63c7c7e10c098a1500990b47dbfe3de6-p_e.jpg','https://photos.zillowstatic.com/fp/2317808dc696e06c9f56f12cd0ce50d8-p_e.jpg','https://photos.zillowstatic.com/fp/7569f9793bab2b33ffee69b238c29c4a-p_e.jpg','https://photos.zillowstatic.com/fp/4a4374df155a0f7059f56819c24c8001-p_e.jpg','https://photos.zillowstatic.com/fp/b5faddbe05aa1c4b6336e2ac944e342d-p_e.jpg','https://photos.zillowstatic.com/fp/f5bc86fe801b2c50460fb84ed77441f0-p_e.jpg']"
"5094 S Amethyst Rd, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/5094-S-Amethyst-Rd-Flagstaff-AZ-86005/71603131_zpid/,"$4,700/mo",3,3,1944,"['https://photos.zillowstatic.com/fp/dfbd26436ff334b8f9d7263e98ac7245-p_e.jpg','https://photos.zillowstatic.com/fp/390e97fc01d5b9fa03957a3aaa268159-p_e.jpg','https://photos.zillowstatic.com/fp/dd62af284ce3f4ef7afce4531387de5b-p_e.jpg','https://photos.zillowstatic.com/fp/fab92fb18bb032f617dc78c4b74f364f-p_e.jpg','https://photos.zillowstatic.com/fp/c9d62be19379b7babb17c1a25623d442-p_e.jpg','https://photos.zillowstatic.com/fp/614f1843a48a39d09f01b4b03d5bb2a1-p_e.jpg','https://photos.zillowstatic.com/fp/110b6bb9e8fae4e0aa66b042a11290de-p_e.jpg','https://photos.zillowstatic.com/fp/135a5bdda241e40566566b25af65a6d8-p_e.jpg','https://photos.zillowstatic.com/fp/91b37cc2f12d018785436c0a289dbb49-p_e.jpg','https://photos.zillowstatic.com/fp/985d8208636ecf87f536e0c5c9112bae-p_e.jpg','https://photos.zillowstatic.com/fp/caaa0cb78be0ba044f8829bbe316e693-p_e.jpg']"
"1801 N Mariposa Rd, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/1801-N-Mariposa-Rd-Flagstaff-AZ-86004/7369470_zpid/,"$4,400/mo",3,2,1484,"['https://photos.zillowstatic.com/fp/f01feb93f9078cd62dc89d88c3a548be-p_e.jpg','https://photos.zillowstatic.com/fp/b980bcaf4f2215795f996aa9a76829fd-p_e.jpg','https://photos.zillowstatic.com/fp/5f3e626fc8b74bd4f811ebc817e02712-p_e.jpg','https://photos.zillowstatic.com/fp/132465374d6e4e94cf3373bf55ec79f3-p_e.jpg','https://photos.zillowstatic.com/fp/f94e058036f91f156db39bcad1a42ec3-p_e.jpg','https://photos.zillowstatic.com/fp/92dfed71681ea31f124e8e4a7395c19b-p_e.jpg','https://photos.zillowstatic.com/fp/a14476c8f69d3a8044d00012d2267292-p_e.jpg','https://photos.zillowstatic.com/fp/3ef1db790bedb65a51e34d9ecab7f86c-p_e.jpg','https://photos.zillowstatic.com/fp/fd27695565e0bec1fc51b6884770ad41-p_e.jpg','https://photos.zillowstatic.com/fp/ab98034f60188f05499e7300e78f21fb-p_e.jpg','https://photos.zillowstatic.com/fp/0eceb59440b5b18411f26178f19a4b86-p_e.jpg','https://photos.zillowstatic.com/fp/b2836ac85925015c7bb9a302d4646f42-p_e.jpg','https://photos.zillowstatic.com/fp/f37bf7512753ef0f4473b68990ecfc0d-p_e.jpg','https://photos.zillowstatic.com/fp/cd922534b216404318f594fd829e5c16-p_e.jpg','https://photos.zillowstatic.com/fp/5997c05fddf4f3cd09bad61d1fb2053c-p_e.jpg','https://photos.zillowstatic.com/fp/b214dd3cc25d35b80f6a8713839cd5ee-p_e.jpg']"
"217 S San Francisco St, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/217-S-San-Francisco-St-Flagstaff-AZ-86001/2079991520_zpid/,"$3,850/mo",3,1,1600,"['https://photos.zillowstatic.com/fp/2e6b221c8a99925406dae878099225b5-p_e.jpg','https://photos.zillowstatic.com/fp/23ef177babdb8e5969839f00f6cea5f4-p_e.jpg','https://photos.zillowstatic.com/fp/53a0bdf429885081f3b6aa4a37bf100a-p_e.jpg','https://photos.zillowstatic.com/fp/212c89ead49c4e720b1f14221531ea50-p_e.jpg','https://photos.zillowstatic.com/fp/6b7c545a1ebf04bf4f8b7d12ad085629-p_e.jpg','https://photos.zillowstatic.com/fp/7c69c0fb8a84cf17a9f8abefdb7c66c4-p_e.jpg','https://photos.zillowstatic.com/fp/f5e6c570b7b68f809bae3443b695fc33-p_e.jpg','https://photos.zillowstatic.com/fp/16452254c18a8ea31c49a5f0b567aa29-p_e.jpg','https://photos.zillowstatic.com/fp/589c510c286b5161b0773a574515dcb5-p_e.jpg','https://photos.zillowstatic.com/fp/76f164d2ee0c969df0b87b45193f31f2-p_e.jpg','https://photos.zillowstatic.com/fp/e70f8bee2308d9e5befbbf3b7c6154b5-p_e.jpg','https://photos.zillowstatic.com/fp/67e67367e4773ebb41a9848d0c703acf-p_e.jpg','https://photos.zillowstatic.com/fp/727f3ae3b18373fb48512bdb05e7664f-p_e.jpg','https://photos.zillowstatic.com/fp/97cc722f09a2b9761965f0885c2b68fc-p_e.jpg','https://photos.zillowstatic.com/fp/8c1fe83b1431881f711bd04112456cc2-p_e.jpg','https://photos.zillowstatic.com/fp/7199e867f5006f0e6afed1077743bdb8-p_e.jpg','https://photos.zillowstatic.com/fp/f596fd5469c5cc1953bab6eac6b71f12-p_e.jpg','https://photos.zillowstatic.com/fp/4fe8c39062fdac7d2c392cae5fa68a2a-p_e.jpg','https://photos.zillowstatic.com/fp/54deb394a022b0d6a3716f611e9bd2e0-p_e.jpg','https://photos.zillowstatic.com/fp/bbc0833742eadcf316037bbb1cd507d1-p_e.jpg','https://photos.zillowstatic.com/fp/3ed283019303d2dd225a1a23cb4545f3-p_e.jpg','https://photos.zillowstatic.com/fp/58696ce16182a7af53af810b7d428a53-p_e.jpg','https://photos.zillowstatic.com/fp/a689d98e8feff9c0bb7887412a957f61-p_e.jpg','https://photos.zillowstatic.com/fp/ca398d14b2c0a53f8781026b877ef9ab-p_e.jpg']"
"2572 S Gravel Ln, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/2572-S-Gravel-Ln-Flagstaff-AZ-86001/64956648_zpid/,"$2,100/mo",3,3,1345,"['https://photos.zillowstatic.com/fp/0283d1bd754a5156c1fe85555f6c9938-p_e.jpg','https://photos.zillowstatic.com/fp/eddb3268a07b9b7dcc920210b7203a0b-p_e.jpg','https://photos.zillowstatic.com/fp/34906b9d5fa3d90cbd8fdd3eba7dca01-p_e.jpg','https://photos.zillowstatic.com/fp/8a23804aae30158577d3e73b339a6db4-p_e.jpg','https://photos.zillowstatic.com/fp/b3302a00441b643cbbd0ecbf59ad7ab0-p_e.jpg','https://photos.zillowstatic.com/fp/4ad72ad0078156eea0ea4b62cffd69c0-p_e.jpg','https://photos.zillowstatic.com/fp/85655672924ea1effc34f92343d8be33-p_e.jpg','https://photos.zillowstatic.com/fp/4bd50ec334ab62156d34a7b40442987d-p_e.jpg']"
"6040 E Mountain Oaks Dr, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/6040-E-Mountain-Oaks-Dr-Flagstaff-AZ-86004/7370326_zpid/,"$2,900/mo",4,4,2448,"['https://photos.zillowstatic.com/fp/89fc73fad9adfc8b4f7305f3e14419de-p_e.jpg','https://photos.zillowstatic.com/fp/ba92c8c267f8b0722b108f7f4e056829-p_e.jpg','https://photos.zillowstatic.com/fp/24d7be9fdd1b7f29e1d993e847b45b9e-p_e.jpg','https://photos.zillowstatic.com/fp/82709feda1a38d2d58cc1f2674bd1292-p_e.jpg','https://photos.zillowstatic.com/fp/5bb52b230f10760fdaee662e984b5c1a-p_e.jpg','https://photos.zillowstatic.com/fp/55a91f520e18758b126591a20516e99d-p_e.jpg','https://photos.zillowstatic.com/fp/a5a6f52b31e17a83b0f24105b6f11fe8-p_e.jpg','https://photos.zillowstatic.com/fp/e52fb66e03d2ac014006cea9df70f525-p_e.jpg','https://photos.zillowstatic.com/fp/20767cd2020303f570479552f155036e-p_e.jpg','https://photos.zillowstatic.com/fp/cd79f453d1b86b31a78a9b2f07142c68-p_e.jpg','https://photos.zillowstatic.com/fp/844482cf496c4f83e3d0290be39b38aa-p_e.jpg','https://photos.zillowstatic.com/fp/3f8712054e6d4a9faf1699bdabf23011-p_e.jpg','https://photos.zillowstatic.com/fp/b51fbc51f2a60dd1e0b7cb43a2e32060-p_e.jpg','https://photos.zillowstatic.com/fp/60ff20136312b509d4ea1fa344402b01-p_e.jpg','https://photos.zillowstatic.com/fp/7f433667f03562ba3317b1fa7664d78c-p_e.jpg','https://photos.zillowstatic.com/fp/0aa020b714d5b2ce4f1f81511cd86287-p_e.jpg','https://photos.zillowstatic.com/fp/f5e1fedad360bb172712b48f74fc6138-p_e.jpg','https://photos.zillowstatic.com/fp/6673bc0c4f289c42b8845a8e6d6b7e54-p_e.jpg','https://photos.zillowstatic.com/fp/8b8378ac9767dc62586fbf6a0743b047-p_e.jpg','https://photos.zillowstatic.com/fp/a1eae7e5f60981d96a4e2af8956d49f1-p_e.jpg','https://photos.zillowstatic.com/fp/16bfbad07f3ffa8a5eec2658711a13e4-p_e.jpg','https://photos.zillowstatic.com/fp/0a91cdf6effaff95025c5ada15ad9eab-p_e.jpg','https://photos.zillowstatic.com/fp/a40f4f77e8ab13a9b8993f0ba0591ab0-p_e.jpg','https://photos.zillowstatic.com/fp/4c4a25d29e38c9a60ad1047631c1d77f-p_e.jpg','https://photos.zillowstatic.com/fp/5cdb8c29eee22afb4c271a08bee178b9-p_e.jpg','https://photos.zillowstatic.com/fp/3dbb5246a16614d331171f54179c46e9-p_e.jpg','https://photos.zillowstatic.com/fp/cf2e2a79b6c791e0e087cba3fd7ab873-p_e.jpg','https://photos.zillowstatic.com/fp/e37b7a6632fb5ab90f4c16cb2a5f8b80-p_e.jpg','https://photos.zillowstatic.com/fp/e653cf10d8d677db2a04c96d3572c3ef-p_e.jpg','https://photos.zillowstatic.com/fp/9cab987c2f72647e2ad7e8835d6821a2-p_e.jpg','https://photos.zillowstatic.com/fp/ddd83a0d7be5b4987849170b7e54e3c2-p_e.jpg','https://photos.zillowstatic.com/fp/e9143dddf6d192d4df0791bb63100177-p_e.jpg','https://photos.zillowstatic.com/fp/0caec591368c4b64ecb38d22c070046c-p_e.jpg','https://photos.zillowstatic.com/fp/98ab06a8301c17949a6a0f21a3d071c6-p_e.jpg','https://photos.zillowstatic.com/fp/b5c4b0b115ae5c5479a24b5406195e4a-p_e.jpg','https://photos.zillowstatic.com/fp/87e79f6c3c02ec6ca237e3d077f24bc8-p_e.jpg','https://photos.zillowstatic.com/fp/9974149fcfbb0b23055a9bee3c08c5b6-p_e.jpg','https://photos.zillowstatic.com/fp/a1ab273ba6b091760bbacddee6dc6c0b-p_e.jpg','https://photos.zillowstatic.com/fp/70a24f8cba287f74c8b26e42a224ae24-p_e.jpg']"
"8475 N Harmony Ln, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/8475-N-Harmony-Ln-Flagstaff-AZ-86001/7374220_zpid/,"$4,300/mo",3,2,2200,"['https://photos.zillowstatic.com/fp/eab027f92ca1f671eb4d929760899fac-p_e.jpg','https://photos.zillowstatic.com/fp/ab8cbc270f9462605f183cdacf8d3eb6-p_e.jpg','https://photos.zillowstatic.com/fp/cc86aa6f9c7bd765162771c917286f08-p_e.jpg','https://photos.zillowstatic.com/fp/89011674f81c4a52f396c33bfbd7bad8-p_e.jpg','https://photos.zillowstatic.com/fp/bd127b0e157e2b19f24ff065272cdc61-p_e.jpg','https://photos.zillowstatic.com/fp/74afb69d1cac76aa20be04099a2fd755-p_e.jpg','https://photos.zillowstatic.com/fp/7b033f011efd4a5f2117f35154e6bcf9-p_e.jpg','https://photos.zillowstatic.com/fp/756f39320308c60491cd4ce230bd2f05-p_e.jpg','https://photos.zillowstatic.com/fp/5ea2f38bc83b84c1b2b695c3db39b482-p_e.jpg','https://photos.zillowstatic.com/fp/47cb4f753a159f991046559bb02b7ffb-p_e.jpg','https://photos.zillowstatic.com/fp/c33bce2248cc21e1a4b1ea7aee46d7ba-p_e.jpg','https://photos.zillowstatic.com/fp/7eaf488a055421d4393b1ee47aca25fe-p_e.jpg','https://photos.zillowstatic.com/fp/91df1d5ef4cdf46664ef4eda785b66ca-p_e.jpg','https://photos.zillowstatic.com/fp/cfeb2b17cfa05a58aea80aca204b6904-p_e.jpg','https://photos.zillowstatic.com/fp/0d52fb120d0aee49a0c9c1ee29241eb1-p_e.jpg','https://photos.zillowstatic.com/fp/31123f4df58391efaceff2104bfb5a49-p_e.jpg','https://photos.zillowstatic.com/fp/8bb59013c9f12bb75ecdd2d1eb75b609-p_e.jpg','https://photos.zillowstatic.com/fp/9d157d752685640cbd62ca6afc2f809e-p_e.jpg','https://photos.zillowstatic.com/fp/4962b6f0022d8aaee7eb9f99f7875fe9-p_e.jpg','https://photos.zillowstatic.com/fp/429797390da545e68a6bb6ce78e9beaa-p_e.jpg','https://photos.zillowstatic.com/fp/5d9ed97d9436c5943a3920f1b40a6e90-p_e.jpg','https://photos.zillowstatic.com/fp/ecbb504e9d129381512921da86507868-p_e.jpg','https://photos.zillowstatic.com/fp/a2bd685c0f146f74f9888ac0a7ef6f49-p_e.jpg','https://photos.zillowstatic.com/fp/fb499db04a46bf91df09b23925a0681d-p_e.jpg','https://photos.zillowstatic.com/fp/7f1279499e41b37b49f45f17be3a75e3-p_e.jpg','https://photos.zillowstatic.com/fp/f487760538be6ed381fef8313bdde20b-p_e.jpg','https://photos.zillowstatic.com/fp/a337d4126e5d11be4b3d12ad5050ab34-p_e.jpg','https://photos.zillowstatic.com/fp/dd9fd3f9d284cade4d390f1f23c7ed19-p_e.jpg','https://photos.zillowstatic.com/fp/c488d178cabf08f706c5674dcecee9e6-p_e.jpg','https://photos.zillowstatic.com/fp/d4739b17c402a7f5a49e32880abc32e4-p_e.jpg','https://photos.zillowstatic.com/fp/6869f591a0c895d1095df3befd6a810c-p_e.jpg','https://photos.zillowstatic.com/fp/89ec43cf77e623dc01c36d484b09ccf1-p_e.jpg','https://photos.zillowstatic.com/fp/88247472f82001cf89e62dbb551bdfa4-p_e.jpg','https://photos.zillowstatic.com/fp/98d6264ceb372b24bbce34f71a66789f-p_e.jpg','https://photos.zillowstatic.com/fp/1662eb0322bfb7ae7a4e1d45cee1831c-p_e.jpg','https://photos.zillowstatic.com/fp/dff21aa13853da3d73300a9273efe3aa-p_e.jpg','https://photos.zillowstatic.com/fp/e7f0953bd94b324e41178aac52e572d0-p_e.jpg']"
"1823 N Turquoise Dr, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/1823-N-Turquoise-Dr-Flagstaff-AZ-86001/7362604_zpid/,"$3,200/mo",4,2,1762,"['https://photos.zillowstatic.com/fp/20fe97df4eabbec4b2b848e0792bdef8-p_e.jpg','https://photos.zillowstatic.com/fp/99d120911f6940646291d0cf41175cf3-p_e.jpg','https://photos.zillowstatic.com/fp/7376433801771e1292ceeb58eda1d790-p_e.jpg','https://photos.zillowstatic.com/fp/842ed45e01ce647a5855deda089d7a9e-p_e.jpg','https://photos.zillowstatic.com/fp/8fd54aeb73bc44728eaa1fc7b06248ce-p_e.jpg','https://photos.zillowstatic.com/fp/d982a005351c2f72367d10c2d7449b1a-p_e.jpg','https://photos.zillowstatic.com/fp/6db7a19545e8f8c27ac40018e1089fd3-p_e.jpg','https://photos.zillowstatic.com/fp/463e4d781efd42ae809bc0c15cf4267c-p_e.jpg','https://photos.zillowstatic.com/fp/3f542fd0cb9915cd62a687964c015e57-p_e.jpg','https://photos.zillowstatic.com/fp/b5b62456e666fc73c5c9edffed996009-p_e.jpg','https://photos.zillowstatic.com/fp/8cbc4bbcefc60afa3c731975183e783d-p_e.jpg','https://photos.zillowstatic.com/fp/257d2bfd997b69726c781b2fe5c0e5ec-p_e.jpg']"
"2490 W Cripple Creek Dr, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/2490-W-Cripple-Creek-Dr-Flagstaff-AZ-86001/109596640_zpid/,"$2,400/mo",3,3,1604,"['https://photos.zillowstatic.com/fp/76405e81dc88121acbc359dc8ad0ca50-p_e.jpg','https://photos.zillowstatic.com/fp/8e6939e350f0b8a86dd4bd3df81f31f5-p_e.jpg','https://photos.zillowstatic.com/fp/f131cf10f28b8240d06b9bee9818bd4b-p_e.jpg','https://photos.zillowstatic.com/fp/80f8f1715a540b49597356dabe4918c0-p_e.jpg','https://photos.zillowstatic.com/fp/1ebabfc395f81ea72bf7df226bae1183-p_e.jpg','https://photos.zillowstatic.com/fp/d7712f303e2b69158e295a8f71ceb11b-p_e.jpg','https://photos.zillowstatic.com/fp/52f51e37035cf9755a600d8fcf712e00-p_e.jpg','https://photos.zillowstatic.com/fp/bd2d385b202a284dca6c7cde6ba62862-p_e.jpg','https://photos.zillowstatic.com/fp/a82dbe285d24eefd2e86863aff771b78-p_e.jpg','https://photos.zillowstatic.com/fp/9351bc05ab53db320aefcbc7cd70fbe6-p_e.jpg','https://photos.zillowstatic.com/fp/637f01e673cf81338df53e1d75e6a309-p_e.jpg','https://photos.zillowstatic.com/fp/f854472ba7cf7a69040122ef069a2fc0-p_e.jpg','https://photos.zillowstatic.com/fp/1363cf0b034c950ef988a6d7220b4622-p_e.jpg','https://photos.zillowstatic.com/fp/36eb570d477f19cf0e97c18e29599b4c-p_e.jpg','https://photos.zillowstatic.com/fp/8f44a5934d467a2c01878a6d4459e709-p_e.jpg','https://photos.zillowstatic.com/fp/9a26cb2de595a9571b07f12c11af992e-p_e.jpg','https://photos.zillowstatic.com/fp/48fe7293b34501e465dea29a7ea439ec-p_e.jpg','https://photos.zillowstatic.com/fp/f910fc4a25af2942466e08bea1d01ddd-p_e.jpg']"
"1200 S Riordan Ranch St, Flagstaff, AZ","/b/building/35.188652,-111.659645_ll/",,,,,"['https://photos.zillowstatic.com/fp/7a7fe133c6c1ffcb025502c54a9e0dae-p_e.jpg','https://photos.zillowstatic.com/fp/35461abef61ed78360b9985fa5a56754-p_e.jpg','https://photos.zillowstatic.com/fp/3c50c26d77594a5216d58fe47ec16170-p_e.jpg','https://photos.zillowstatic.com/fp/318573be4aa8e88aa2f3fecc9adb1551-p_e.jpg','https://photos.zillowstatic.com/fp/13d3b25bb3b44b5e3e3792274810b42f-p_e.jpg','https://photos.zillowstatic.com/fp/860dbaf799548006e01644667658e1b4-p_e.jpg','https://photos.zillowstatic.com/fp/bc70dc35bac5ec296c89eceadcf87a86-p_e.jpg']"
"2422 N Whispering Pines Way, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/2422-N-Whispering-Pines-Way-Flagstaff-AZ-86004/7359620_zpid/,"$2,750/mo",2,3,1476,"['https://photos.zillowstatic.com/fp/68417a89f7da9e3207cf967d3b81c4c6-p_e.jpg','https://photos.zillowstatic.com/fp/debddec04ddbc3beef4c34632d7368bb-p_e.jpg','https://photos.zillowstatic.com/fp/aad0b69f718da62b402d23f1a6302fb0-p_e.jpg','https://photos.zillowstatic.com/fp/6aee1245a849a87b191fda0730accd34-p_e.jpg','https://photos.zillowstatic.com/fp/f69cba39b4b20ab66c47f2d097c8e755-p_e.jpg','https://photos.zillowstatic.com/fp/31b129a856bb952113e3210cf91757bd-p_e.jpg','https://photos.zillowstatic.com/fp/16fa7564cd0dd1ac389b28db4cfe59f4-p_e.jpg','https://photos.zillowstatic.com/fp/3d0c7954ae3a46e82c3ca119b66c5336-p_e.jpg','https://photos.zillowstatic.com/fp/35896006227fc973073697948f3201c6-p_e.jpg','https://photos.zillowstatic.com/fp/284794e54b54be3fbdb6a4a0979c7f2a-p_e.jpg','https://photos.zillowstatic.com/fp/a38c2c6755c419175e64ee5803dc33d0-p_e.jpg','https://photos.zillowstatic.com/fp/5309e73c3669d58c3c338507e0b89c16-p_e.jpg','https://photos.zillowstatic.com/fp/4a49b1138ef7248514d566b8bd1ff553-p_e.jpg','https://photos.zillowstatic.com/fp/4a8608f1f5155b7e4b1ec0f1f1221b4d-p_e.jpg','https://photos.zillowstatic.com/fp/b40545e0ec7fea90fc2df844e741e0d2-p_e.jpg','https://photos.zillowstatic.com/fp/9a482c916cc1bb2c22b3dfdb2914e090-p_e.jpg','https://photos.zillowstatic.com/fp/08031a4498ebe8a622c44475a1097dd4-p_e.jpg','https://photos.zillowstatic.com/fp/5a763bcbda98bd12df5623891a2c88cf-p_e.jpg']"
"4935 E Campbell Ave, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/4935-E-Campbell-Ave-Flagstaff-AZ-86004/7376224_zpid/,"$3,000/mo",3,2,1378,"['https://photos.zillowstatic.com/fp/1d06941a096d3df1040b583caac28e22-p_e.jpg','https://photos.zillowstatic.com/fp/910b401cc052ea0ebffde331bd267c34-p_e.jpg','https://photos.zillowstatic.com/fp/9c97e02124fad850d9466a84a6d440e2-p_e.jpg','https://photos.zillowstatic.com/fp/3df69fca90014b4fa1b6603a7daf42dc-p_e.jpg','https://photos.zillowstatic.com/fp/55dd46461997ed052f6cf7b0d8ac72e0-p_e.jpg','https://photos.zillowstatic.com/fp/ef10c2103ad19e6c2d43e3af6f1ed170-p_e.jpg','https://photos.zillowstatic.com/fp/35d0462c14b4069a77032faa83dd664b-p_e.jpg','https://photos.zillowstatic.com/fp/410d882e724951653b5fec7b4573c2a2-p_e.jpg','https://photos.zillowstatic.com/fp/27e4dc1d2525813108071b2a2122f5a3-p_e.jpg','https://photos.zillowstatic.com/fp/8921efca203be456a14ef4f510b50ccb-p_e.jpg']"
"4029 S Nicholas St, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/4029-S-Nicholas-St-Flagstaff-AZ-86005/7358074_zpid/,"$2,650/mo",3,2,1567,"['https://photos.zillowstatic.com/fp/6139666d3e41eaada2562e52761c98f8-p_e.jpg','https://photos.zillowstatic.com/fp/71ba6ca2aceac7723ca8595bb0ff0a7c-p_e.jpg','https://photos.zillowstatic.com/fp/36c4971c838f49b3a9697994f317f748-p_e.jpg','https://photos.zillowstatic.com/fp/e9877b7ee0f551c35350b2ab48f09331-p_e.jpg','https://photos.zillowstatic.com/fp/9f7a24abf0998dd0dbf3556e97ae9f62-p_e.jpg','https://photos.zillowstatic.com/fp/1043d34c6702ffe4fb77466f47e7068b-p_e.jpg','https://photos.zillowstatic.com/fp/eae1fbfce9f3deba5671d04830c575bf-p_e.jpg']"
"2535 S Sliding Rock Ln, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/2535-S-Sliding-Rock-Ln-Flagstaff-AZ-86001/64954408_zpid/,"$2,400/mo",3,3,1345,"['https://photos.zillowstatic.com/fp/cbb48366516e4d8170392e60bbd1fd25-p_e.jpg','https://photos.zillowstatic.com/fp/fc5e064db09f0d940b12bc36215c37f1-p_e.jpg','https://photos.zillowstatic.com/fp/9c4b5ef36373757f1310ca2988cd927a-p_e.jpg','https://photos.zillowstatic.com/fp/6fa83a1eeb69c50cb6ad6d36492b5083-p_e.jpg','https://photos.zillowstatic.com/fp/4d0a7cfd626f06e650c8d27f94316783-p_e.jpg']"
